timestamp,user_id,device,location,impressions,clicks,revenue,campaign,publisher,browser,ctr,revenue_per_impressions,revenue_per_click,hour,day_of_the_week,is_weekend,date
2026-01-31 21:32:14,3154,mobile,Srbija,5,1,1.06,13,76,Chrome,0.2,0.212,1.06,21,Saturday,True,2026-01-31
2026-01-27 10:37:07,3774,tablet,Srbija,3,0,0.0,15,87,Edge,0.0,0.0,0.0,10,Tuesday,False,2026-01-27
2026-02-05 18:45:19,3904,mobile,Srbija,3,0,0.0,4,23,Safari,0.0,0.0,0.0,18,Thursday,False,2026-02-05
2026-02-16 11:12:52,2712,mobile,Slovenija,3,0,0.0,2,12,Firefox,0.0,0.0,0.0,11,Monday,False,2026-02-16
2026-01-26 15:01:04,1919,mobile,Srbija,5,1,0.93,11,39,Safari,0.2,0.186,0.93,15,Monday,False,2026-01-26
2026-02-18 15:04:05,130,mobile,Srbija,9,0,0.0,9,5,Chrome,0.0,0.0,0.0,15,Wednesday,False,2026-02-18
2026-02-19 08:43:41,2909,tablet,Srbija,2,0,0.0,11,58,Chrome,0.0,0.0,0.0,8,Thursday,False,2026-02-19
2026-01-27 22:28:42,3964,desktop,Bosna i Hercegovina,2,0,0.0,12,28,Chrome,0.0,0.0,0.0,22,Tuesday,False,2026-01-27
2026-01-28 20:02:13,1802,desktop,Bosna i Hercegovina,11,0,0.0,8,73,Chrome,0.0,0.0,0.0,20,Wednesday,False,2026-01-28
2026-02-09 22:49:08,2699,mobile,Hrvatska,3,1,0.36,2,83,Chrome,0.3333,0.12,0.36,22,Monday,False,2026-02-09
2026-02-19 21:33:29,4372,mobile,Srbija,5,1,0.28,12,14,Firefox,0.2,0.056,0.28,21,Thursday,False,2026-02-19
2026-02-10 16:24:28,4100,mobile,Hrvatska,8,1,0.7,5,54,Edge,0.125,0.0875,0.7,16,Tuesday,False,2026-02-10
2026-02-07 21:31:10,1451,mobile,Bosna i Hercegovina,3,0,0.0,12,18,Chrome,0.0,0.0,0.0,21,Saturday,True,2026-02-07
2026-01-26 06:30:08,259,tablet,Hrvatska,4,1,0.97,10,89,Chrome,0.25,0.2425,0.97,6,Monday,False,2026-01-26
2026-01-21 08:18:07,1888,mobile,Slovenija,2,0,0.0,3,70,Chrome,0.0,0.0,0.0,8,Wednesday,False,2026-01-21
2026-02-03 03:24:22,55,mobile,Hrvatska,3,0,0.0,6,6,Chrome,0.0,0.0,0.0,3,Tuesday,False,2026-02-03
2026-02-19 11:35:31,1217,mobile,Srbija,6,0,0.0,2,78,Firefox,0.0,0.0,0.0,11,Thursday,False,2026-02-19
2026-02-14 12:37:31,638,mobile,Srbija,5,0,0.0,5,52,Edge,0.0,0.0,0.0,12,Saturday,True,2026-02-14
2026-01-24 10:23:23,3219,mobile,Srbija,4,0,0.0,8,34,Safari,0.0,0.0,0.0,10,Saturday,True,2026-01-24
2026-01-23 20:47:28,1128,mobile,Srbija,6,0,0.0,7,47,Chrome,0.0,0.0,0.0,20,Friday,False,2026-01-23
2026-02-05 11:35:01,634,mobile,Crna Gora,3,0,0.0,1,69,Chrome,0.0,0.0,0.0,11,Thursday,False,2026-02-05
2026-02-15 10:58:21,2212,tablet,Srbija,7,0,0.0,2,17,Safari,0.0,0.0,0.0,10,Sunday,True,2026-02-15
2026-02-01 15:37:15,4629,mobile,Srbija,9,0,0.0,1,33,Chrome,0.0,0.0,0.0,15,Sunday,True,2026-02-01
2026-01-23 07:26:32,3789,mobile,Makedonija,4,0,0.0,6,86,Chrome,0.0,0.0,0.0,7,Friday,False,2026-01-23
2026-02-19 20:53:25,636,mobile,Crna Gora,5,0,0.0,3,49,Safari,0.0,0.0,0.0,20,Thursday,False,2026-02-19
2026-02-13 05:56:00,3906,desktop,Srbija,8,0,0.0,3,18,Safari,0.0,0.0,0.0,5,Friday,False,2026-02-13
2026-01-30 23:09:07,706,desktop,Srbija,9,0,0.0,2,54,Chrome,0.0,0.0,0.0,23,Friday,False,2026-01-30
2026-02-10 20:01:13,4307,tablet,Slovenija,10,1,1.88,11,61,Opera,0.1,0.188,1.88,20,Tuesday,False,2026-02-10
2026-02-06 08:21:57,470,mobile,Srbija,9,1,0.21,4,20,Safari,0.1111,0.0233,0.21,8,Friday,False,2026-02-06
2026-02-19 00:12:55,818,mobile,Hrvatska,3,0,0.0,13,63,Chrome,0.0,0.0,0.0,0,Thursday,False,2026-02-19
2026-02-17 20:15:46,2147,desktop,Slovenija,2,0,0.0,10,46,Chrome,0.0,0.0,0.0,20,Tuesday,False,2026-02-17
2026-02-04 19:02:55,815,desktop,Srbija,7,0,0.0,14,48,Chrome,0.0,0.0,0.0,19,Wednesday,False,2026-02-04
2026-02-15 19:51:25,1919,desktop,Bosna i Hercegovina,3,0,0.0,9,21,Chrome,0.0,0.0,0.0,19,Sunday,True,2026-02-15
2026-02-13 20:32:46,2531,mobile,Srbija,6,0,0.0,3,27,Edge,0.0,0.0,0.0,20,Friday,False,2026-02-13
2026-02-03 05:27:25,473,desktop,Crna Gora,1,0,0.0,5,95,Firefox,0.0,0.0,0.0,5,Tuesday,False,2026-02-03
2026-01-22 11:39:22,3501,mobile,Srbija,4,0,0.0,6,92,Chrome,0.0,0.0,0.0,11,Thursday,False,2026-01-22
2026-02-03 07:49:26,4071,desktop,Bosna i Hercegovina,6,0,0.0,17,53,Chrome,0.0,0.0,0.0,7,Tuesday,False,2026-02-03
2026-01-21 21:31:18,4710,mobile,Srbija,4,0,0.0,14,10,Firefox,0.0,0.0,0.0,21,Wednesday,False,2026-01-21
2026-02-10 17:53:45,1377,desktop,Srbija,7,1,0.61,4,1,Safari,0.1429,0.0871,0.61,17,Tuesday,False,2026-02-10
2026-01-30 11:55:36,1012,mobile,Hrvatska,5,2,1.58,1,37,Edge,0.4,0.316,0.79,11,Friday,False,2026-01-30
2026-02-15 05:51:11,3578,tablet,Srbija,7,0,0.0,8,4,Safari,0.0,0.0,0.0,5,Sunday,True,2026-02-15
2026-02-06 11:21:22,4474,desktop,Srbija,3,1,0.27,6,19,Safari,0.3333,0.09,0.27,11,Friday,False,2026-02-06
2026-02-19 11:31:23,1843,mobile,Bosna i Hercegovina,3,0,0.0,8,8,Firefox,0.0,0.0,0.0,11,Thursday,False,2026-02-19
2026-01-26 19:29:40,1882,tablet,Srbija,11,0,0.0,11,3,Chrome,0.0,0.0,0.0,19,Monday,False,2026-01-26
2026-02-18 17:23:49,1629,desktop,Crna Gora,8,1,0.5,10,67,Firefox,0.125,0.0625,0.5,17,Wednesday,False,2026-02-18
2026-01-23 21:03:28,1012,mobile,Srbija,4,0,0.0,2,67,Opera,0.0,0.0,0.0,21,Friday,False,2026-01-23
2026-02-16 14:24:00,1142,tablet,Crna Gora,1,0,0.0,10,35,Chrome,0.0,0.0,0.0,14,Monday,False,2026-02-16
2026-02-15 07:45:33,3787,mobile,Bosna i Hercegovina,7,0,0.0,5,80,Safari,0.0,0.0,0.0,7,Sunday,True,2026-02-15
2026-01-26 19:18:46,1044,tablet,Srbija,6,0,0.0,1,87,Chrome,0.0,0.0,0.0,19,Monday,False,2026-01-26
2026-01-25 19:47:16,3035,mobile,Srbija,6,0,0.0,8,71,Safari,0.0,0.0,0.0,19,Sunday,True,2026-01-25
2026-02-01 16:52:40,4319,mobile,Srbija,4,0,0.0,17,41,Chrome,0.0,0.0,0.0,16,Sunday,True,2026-02-01
2026-01-28 20:03:18,3046,mobile,Srbija,4,1,2.14,9,36,Chrome,0.25,0.535,2.14,20,Wednesday,False,2026-01-28
2026-01-31 14:49:53,1124,desktop,Srbija,5,0,0.0,4,21,Chrome,0.0,0.0,0.0,14,Saturday,True,2026-01-31
2026-02-12 15:08:40,3189,mobile,Srbija,2,0,0.0,15,67,Chrome,0.0,0.0,0.0,15,Thursday,False,2026-02-12
2026-01-31 13:38:43,2007,mobile,Srbija,3,0,0.0,5,82,Edge,0.0,0.0,0.0,13,Saturday,True,2026-01-31
2026-02-14 01:32:07,1040,mobile,Hrvatska,4,0,0.0,11,99,Chrome,0.0,0.0,0.0,1,Saturday,True,2026-02-14
2026-02-15 06:53:27,813,mobile,Srbija,2,0,0.0,14,6,Edge,0.0,0.0,0.0,6,Sunday,True,2026-02-15
2026-02-14 02:32:26,24,mobile,Crna Gora,3,0,0.0,1,99,Chrome,0.0,0.0,0.0,2,Saturday,True,2026-02-14
2026-02-10 17:04:15,539,mobile,Srbija,9,0,0.0,9,91,Firefox,0.0,0.0,0.0,17,Tuesday,False,2026-02-10
2026-02-08 11:28:02,903,desktop,Srbija,8,0,0.0,5,72,Safari,0.0,0.0,0.0,11,Sunday,True,2026-02-08
2026-02-11 14:51:53,1241,tablet,Srbija,3,1,1.9,1,3,Firefox,0.3333,0.6333,1.9,14,Wednesday,False,2026-02-11
2026-02-15 21:32:49,4929,desktop,Bosna i Hercegovina,8,0,0.0,14,60,Firefox,0.0,0.0,0.0,21,Sunday,True,2026-02-15
2026-02-17 09:43:56,4170,tablet,Srbija,4,0,0.0,3,27,Opera,0.0,0.0,0.0,9,Tuesday,False,2026-02-17
2026-02-07 13:33:23,4830,tablet,Bosna i Hercegovina,3,0,0.0,8,89,Safari,0.0,0.0,0.0,13,Saturday,True,2026-02-07
2026-01-27 19:00:23,2379,mobile,Srbija,4,0,0.0,1,20,Chrome,0.0,0.0,0.0,19,Tuesday,False,2026-01-27
2026-01-23 09:53:01,3469,mobile,Srbija,5,1,1.1,2,35,Chrome,0.2,0.22,1.1,9,Friday,False,2026-01-23
2026-02-17 05:30:11,1044,tablet,Srbija,3,0,0.0,12,6,Chrome,0.0,0.0,0.0,5,Tuesday,False,2026-02-17
2026-01-24 10:52:36,2671,mobile,Srbija,5,0,0.0,12,49,Chrome,0.0,0.0,0.0,10,Saturday,True,2026-01-24
2026-01-24 08:36:18,2823,mobile,Srbija,3,0,0.0,5,91,Chrome,0.0,0.0,0.0,8,Saturday,True,2026-01-24
2026-01-24 21:16:20,3150,desktop,Srbija,7,0,0.0,18,18,Chrome,0.0,0.0,0.0,21,Saturday,True,2026-01-24
2026-01-25 20:48:31,3380,desktop,Srbija,2,0,0.0,2,66,Firefox,0.0,0.0,0.0,20,Sunday,True,2026-01-25
2026-02-02 17:31:43,774,mobile,Srbija,5,0,0.0,18,26,Chrome,0.0,0.0,0.0,17,Monday,False,2026-02-02
2026-02-16 21:57:20,1314,desktop,Crna Gora,4,0,0.0,16,2,Chrome,0.0,0.0,0.0,21,Monday,False,2026-02-16
2026-02-12 20:45:09,1962,mobile,Srbija,5,0,0.0,16,41,Chrome,0.0,0.0,0.0,20,Thursday,False,2026-02-12
2026-02-17 08:24:21,3361,mobile,Hrvatska,4,0,0.0,3,75,Safari,0.0,0.0,0.0,8,Tuesday,False,2026-02-17
2026-02-13 21:17:37,2809,mobile,Crna Gora,2,0,0.0,9,9,Chrome,0.0,0.0,0.0,21,Friday,False,2026-02-13
2026-02-18 15:29:45,4157,mobile,Srbija,4,0,0.0,20,18,Edge,0.0,0.0,0.0,15,Wednesday,False,2026-02-18
2026-02-01 20:47:31,4953,mobile,Srbija,3,0,0.0,2,51,Brave,0.0,0.0,0.0,20,Sunday,True,2026-02-01
2026-02-19 21:05:18,3084,mobile,Srbija,6,0,0.0,7,42,Chrome,0.0,0.0,0.0,21,Thursday,False,2026-02-19
2026-02-01 11:57:13,2127,mobile,Makedonija,6,0,0.0,7,69,Firefox,0.0,0.0,0.0,11,Sunday,True,2026-02-01
2026-02-04 07:04:42,3757,mobile,Hrvatska,7,1,1.9,14,70,Chrome,0.1429,0.2714,1.9,7,Wednesday,False,2026-02-04
2026-02-17 09:46:31,2726,desktop,Srbija,4,0,0.0,4,85,Opera,0.0,0.0,0.0,9,Tuesday,False,2026-02-17
2026-01-26 13:41:11,4257,mobile,Srbija,7,0,0.0,2,53,Chrome,0.0,0.0,0.0,13,Monday,False,2026-01-26
2026-02-14 20:01:18,2671,mobile,Crna Gora,4,0,0.0,20,89,Firefox,0.0,0.0,0.0,20,Saturday,True,2026-02-14
2026-02-10 21:44:22,4976,desktop,Srbija,5,0,0.0,6,9,Safari,0.0,0.0,0.0,21,Tuesday,False,2026-02-10
2026-01-30 00:04:22,3787,desktop,Srbija,7,0,0.0,2,40,Safari,0.0,0.0,0.0,0,Friday,False,2026-01-30
2026-02-01 15:04:12,3381,tablet,Srbija,2,0,0.0,7,92,Safari,0.0,0.0,0.0,15,Sunday,True,2026-02-01
2026-02-07 13:50:15,1979,mobile,Srbija,5,0,0.0,5,47,Chrome,0.0,0.0,0.0,13,Saturday,True,2026-02-07
2026-01-24 09:10:26,3260,desktop,Crna Gora,5,0,0.0,1,81,Chrome,0.0,0.0,0.0,9,Saturday,True,2026-01-24
2026-02-01 07:48:36,2498,desktop,Srbija,6,0,0.0,20,7,Chrome,0.0,0.0,0.0,7,Sunday,True,2026-02-01
2026-02-15 11:07:40,334,mobile,Bosna i Hercegovina,3,0,0.0,14,84,Chrome,0.0,0.0,0.0,11,Sunday,True,2026-02-15
2026-02-08 22:52:29,2602,mobile,Srbija,1,0,0.0,6,85,Safari,0.0,0.0,0.0,22,Sunday,True,2026-02-08
2026-02-15 11:27:27,2322,mobile,Srbija,6,0,0.0,1,55,Chrome,0.0,0.0,0.0,11,Sunday,True,2026-02-15
2026-02-08 15:38:36,796,mobile,Srbija,3,1,0.56,5,16,Chrome,0.3333,0.1867,0.56,15,Sunday,True,2026-02-08
2026-02-04 19:28:50,2547,tablet,Crna Gora,8,0,0.0,3,21,Chrome,0.0,0.0,0.0,19,Wednesday,False,2026-02-04
2026-01-22 12:15:46,2268,desktop,Srbija,3,1,1.52,11,44,Chrome,0.3333,0.5067,1.52,12,Thursday,False,2026-01-22
2026-02-07 22:55:18,4925,mobile,Srbija,6,0,0.0,1,38,Chrome,0.0,0.0,0.0,22,Saturday,True,2026-02-07
2026-02-15 22:37:35,1203,mobile,Hrvatska,11,0,0.0,2,43,Safari,0.0,0.0,0.0,22,Sunday,True,2026-02-15
2026-02-03 10:33:12,3141,desktop,Slovenija,2,0,0.0,4,14,Safari,0.0,0.0,0.0,10,Tuesday,False,2026-02-03
2026-02-18 14:57:23,304,desktop,Crna Gora,4,0,0.0,8,29,Firefox,0.0,0.0,0.0,14,Wednesday,False,2026-02-18
2026-01-30 10:04:43,3220,tablet,Srbija,5,1,0.81,10,59,Chrome,0.2,0.162,0.81,10,Friday,False,2026-01-30
2026-01-23 10:41:02,1540,mobile,Hrvatska,7,0,0.0,16,52,Firefox,0.0,0.0,0.0,10,Friday,False,2026-01-23
2026-02-01 02:34:52,4061,mobile,Crna Gora,2,0,0.0,4,44,Chrome,0.0,0.0,0.0,2,Sunday,True,2026-02-01
2026-02-06 17:44:19,1495,desktop,Srbija,8,1,1.05,15,20,Safari,0.125,0.1312,1.05,17,Friday,False,2026-02-06
2026-02-06 14:14:38,3689,mobile,Bosna i Hercegovina,4,0,0.0,14,60,Chrome,0.0,0.0,0.0,14,Friday,False,2026-02-06
2026-02-18 04:41:51,4374,desktop,Srbija,6,0,0.0,10,27,Safari,0.0,0.0,0.0,4,Wednesday,False,2026-02-18
2026-02-06 10:13:54,3169,mobile,Slovenija,1,0,0.0,3,88,Chrome,0.0,0.0,0.0,10,Friday,False,2026-02-06
2026-02-09 21:24:10,4335,mobile,Hrvatska,8,1,1.69,6,42,Edge,0.125,0.2112,1.69,21,Monday,False,2026-02-09
2026-02-07 09:44:57,495,mobile,Srbija,7,0,0.0,14,7,Safari,0.0,0.0,0.0,9,Saturday,True,2026-02-07
2026-01-31 07:46:54,1671,mobile,Srbija,7,0,0.0,2,28,Safari,0.0,0.0,0.0,7,Saturday,True,2026-01-31
2026-02-06 14:46:35,3996,mobile,Srbija,4,0,0.0,1,52,Edge,0.0,0.0,0.0,14,Friday,False,2026-02-06
2026-02-11 23:18:37,156,mobile,Bosna i Hercegovina,5,0,0.0,3,6,Opera,0.0,0.0,0.0,23,Wednesday,False,2026-02-11
2026-01-22 09:14:05,4376,desktop,Makedonija,3,0,0.0,3,68,Chrome,0.0,0.0,0.0,9,Thursday,False,2026-01-22
2026-02-12 18:11:58,555,mobile,Bosna i Hercegovina,6,0,0.0,6,78,Chrome,0.0,0.0,0.0,18,Thursday,False,2026-02-12
2026-02-14 19:31:54,2495,mobile,Srbija,4,1,0.19,6,44,Firefox,0.25,0.0475,0.19,19,Saturday,True,2026-02-14
2026-01-26 09:57:04,1785,mobile,Srbija,1,0,0.0,11,44,Edge,0.0,0.0,0.0,9,Monday,False,2026-01-26
2026-01-21 19:18:54,4245,mobile,Srbija,1,0,0.0,10,80,Safari,0.0,0.0,0.0,19,Wednesday,False,2026-01-21
2026-01-24 12:43:07,2366,mobile,Srbija,8,0,0.0,17,75,Opera,0.0,0.0,0.0,12,Saturday,True,2026-01-24
2026-02-13 17:09:38,2474,mobile,Srbija,2,0,0.0,4,64,Opera,0.0,0.0,0.0,17,Friday,False,2026-02-13
2026-02-10 17:21:23,3631,desktop,Srbija,6,0,0.0,2,7,Chrome,0.0,0.0,0.0,17,Tuesday,False,2026-02-10
2026-01-24 15:08:00,4754,mobile,Srbija,4,0,0.0,19,35,Safari,0.0,0.0,0.0,15,Saturday,True,2026-01-24
2026-02-17 06:19:06,1715,tablet,Srbija,8,1,0.14,3,64,Safari,0.125,0.0175,0.14,6,Tuesday,False,2026-02-17
2026-02-12 20:46:20,2867,mobile,Slovenija,6,0,0.0,6,46,Safari,0.0,0.0,0.0,20,Thursday,False,2026-02-12
2026-02-03 11:30:57,2576,mobile,Srbija,8,1,0.78,7,2,Edge,0.125,0.0975,0.78,11,Tuesday,False,2026-02-03
2026-02-01 08:52:53,4530,mobile,Srbija,5,0,0.0,9,49,Firefox,0.0,0.0,0.0,8,Sunday,True,2026-02-01
2026-02-16 03:30:55,591,tablet,Srbija,5,0,0.0,9,36,Brave,0.0,0.0,0.0,3,Monday,False,2026-02-16
2026-02-14 16:40:32,969,desktop,Srbija,3,0,0.0,5,12,Safari,0.0,0.0,0.0,16,Saturday,True,2026-02-14
2026-01-26 18:34:44,2444,desktop,Srbija,8,0,0.0,15,24,Chrome,0.0,0.0,0.0,18,Monday,False,2026-01-26
2026-02-17 00:12:39,292,mobile,Crna Gora,4,0,0.0,15,81,Chrome,0.0,0.0,0.0,0,Tuesday,False,2026-02-17
2026-02-04 15:51:51,2025,mobile,Bosna i Hercegovina,3,0,0.0,13,19,Chrome,0.0,0.0,0.0,15,Wednesday,False,2026-02-04
2026-02-19 09:54:13,2184,tablet,Hrvatska,3,1,0.09,6,45,Opera,0.3333,0.03,0.09,9,Thursday,False,2026-02-19
2026-01-25 18:41:16,2958,mobile,Bosna i Hercegovina,5,0,0.0,6,44,Chrome,0.0,0.0,0.0,18,Sunday,True,2026-01-25
2026-01-27 08:24:48,2479,desktop,Bosna i Hercegovina,3,0,0.0,7,97,Safari,0.0,0.0,0.0,8,Tuesday,False,2026-01-27
2026-02-11 18:28:54,2506,mobile,Srbija,1,0,0.0,1,40,Safari,0.0,0.0,0.0,18,Wednesday,False,2026-02-11
2026-02-04 12:15:15,3238,mobile,Makedonija,8,0,0.0,15,46,Chrome,0.0,0.0,0.0,12,Wednesday,False,2026-02-04
2026-02-09 22:44:25,4151,desktop,Makedonija,6,0,0.0,12,60,Safari,0.0,0.0,0.0,22,Monday,False,2026-02-09
2026-01-30 07:21:34,4373,desktop,Srbija,4,0,0.0,4,63,Chrome,0.0,0.0,0.0,7,Friday,False,2026-01-30
2026-02-01 11:47:56,2180,mobile,Srbija,7,0,0.0,16,21,Chrome,0.0,0.0,0.0,11,Sunday,True,2026-02-01
2026-02-13 07:22:02,1812,desktop,Srbija,11,1,1.31,1,68,Safari,0.0909,0.1191,1.31,7,Friday,False,2026-02-13
2026-02-07 21:11:02,4118,mobile,Crna Gora,7,0,0.0,1,53,Safari,0.0,0.0,0.0,21,Saturday,True,2026-02-07
2026-02-07 21:30:54,522,tablet,Srbija,4,0,0.0,15,12,Chrome,0.0,0.0,0.0,21,Saturday,True,2026-02-07
2026-02-02 10:43:48,2716,mobile,Bosna i Hercegovina,10,0,0.0,5,40,Safari,0.0,0.0,0.0,10,Monday,False,2026-02-02
2026-02-16 18:11:50,3744,mobile,Srbija,1,0,0.0,3,79,Safari,0.0,0.0,0.0,18,Monday,False,2026-02-16
2026-01-26 20:04:38,3900,tablet,Hrvatska,2,0,0.0,2,69,Chrome,0.0,0.0,0.0,20,Monday,False,2026-01-26
2026-02-15 15:44:47,1646,mobile,Bosna i Hercegovina,6,0,0.0,1,77,Chrome,0.0,0.0,0.0,15,Sunday,True,2026-02-15
2026-01-28 15:58:49,1527,mobile,Makedonija,6,0,0.0,7,40,Firefox,0.0,0.0,0.0,15,Wednesday,False,2026-01-28
2026-01-26 09:53:13,2786,mobile,Srbija,4,1,0.98,11,92,Brave,0.25,0.245,0.98,9,Monday,False,2026-01-26
2026-01-25 06:02:54,437,mobile,Srbija,7,0,0.0,5,79,Chrome,0.0,0.0,0.0,6,Sunday,True,2026-01-25
2026-01-23 21:54:11,1505,mobile,Srbija,6,0,0.0,11,44,Firefox,0.0,0.0,0.0,21,Friday,False,2026-01-23
2026-01-30 21:49:06,1520,desktop,Srbija,4,0,0.0,14,26,Chrome,0.0,0.0,0.0,21,Friday,False,2026-01-30
2026-02-15 17:26:57,1296,mobile,Bosna i Hercegovina,3,0,0.0,11,65,Brave,0.0,0.0,0.0,17,Sunday,True,2026-02-15
2026-02-05 11:37:53,640,mobile,Crna Gora,5,0,0.0,20,79,Chrome,0.0,0.0,0.0,11,Thursday,False,2026-02-05
